Tamaño,Agentes,Recompensa final,Éxito final,Tiempo entrenamiento (s)
4,2,0.07175,0.025,14.648053884506226
4,3,0.016249999999999987,0.0,138.14950394630432
4,4,0.0784375,0.0,1215.2272341251373
6,2,0.10706250000000002,0.0375,19.92043137550354
8,2,-0.10924999999999999,0.0,26.252188682556152
10,2,-0.06418750000000004,0.0125,32.78577709197998
